Column Type,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Calculated,,,,out.electricity.whole_house_fan.energy_consumption_intensity,kwh/sqft,,,,out.electricity.whole_house_fan.energy_consumption_intensity,out.electricity.whole_house_fan.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.clothes_dryer.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.clothes_dryer.energy_consumption_intensity,out.fuel_oil.clothes_dryer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.fireplace.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.fireplace.energy_consumption_intensity,out.fuel_oil.fireplace.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.generator.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.generator.energy_consumption_intensity,out.fuel_oil.generator.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.grill.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.grill.energy_consumption_intensity,out.fuel_oil.grill.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.heating_hp_bkup.energy_consumption_intensity,out.fuel_oil.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.heating.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.heating.energy_consumption_intensity,out.fuel_oil.heating.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.hot_water.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.hot_water.energy_consumption_intensity,out.fuel_oil.hot_water.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.lighting.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.lighting.energy_consumption_intensity,out.fuel_oil.lighting.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.mech_vent_preheating.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.mech_vent_preheating.energy_consumption_intensity,out.fuel_oil.mech_vent_preheating.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.range_oven.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.range_oven.energy_consumption_intensity,out.fuel_oil.range_oven.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.clothes_dryer.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.clothes_dryer.energy_consumption_intensity,out.natural_gas.clothes_dryer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.fireplace.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.fireplace.energy_consumption_intensity,out.natural_gas.fireplace.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.generator.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.generator.energy_consumption_intensity,out.natural_gas.generator.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.grill.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.grill.energy_consumption_intensity,out.natural_gas.grill.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.heating_hp_bkup.energy_consumption_intensity,out.natural_gas.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.heating.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.heating.energy_consumption_intensity,out.natural_gas.heating.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.permanent_spa_heat.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.permanent_spa_heat.energy_consumption_intensity,out.natural_gas.permanent_spa_heat.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.hot_water.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.hot_water.energy_consumption_intensity,out.natural_gas.hot_water.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.lighting.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.lighting.energy_consumption_intensity,out.natural_gas.lighting.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.mech_vent_preheat.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.mech_vent_preheat.energy_consumption_intensity,out.natural_gas.mech_vent_preheat.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.pool_heater.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.pool_heater.energy_consumption_intensity,out.natural_gas.pool_heater.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.range_oven.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.range_oven.energy_consumption_intensity,out.natural_gas.range_oven.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.clothes_dryer.energy_consumption_intensity,kwh/sqft,,,,out.propane.clothes_dryer.energy_consumption_intensity,out.propane.clothes_dryer.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.fireplace.energy_consumption_intensity,kwh/sqft,,,,out.propane.fireplace.energy_consumption_intensity,out.propane.fireplace.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.generator.energy_consumption_intensity,kwh/sqft,,,,out.propane.generator.energy_consumption_intensity,out.propane.generator.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.grill.energy_consumption_intensity,kwh/sqft,,,,out.propane.grill.energy_consumption_intensity,out.propane.grill.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,,,out.propane.heating_hp_bkup.energy_consumption_intensity,out.propane.heating_hp_bkup.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.heating.energy_consumption_intensity,kwh/sqft,,,,out.propane.heating.energy_consumption_intensity,out.propane.heating.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.hot_water.energy_consumption_intensity,kwh/sqft,,,,out.propane.hot_water.energy_consumption_intensity,out.propane.hot_water.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.lighting.energy_consumption_intensity,kwh/sqft,,,,out.propane.lighting.energy_consumption_intensity,out.propane.lighting.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.mech_vent_preheating.energy_consumption_intensity,kwh/sqft,,,,out.propane.mech_vent_preheating.energy_consumption_intensity,out.propane.mech_vent_preheating.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.range_oven.energy_consumption_intensity,kwh/sqft,,,,out.propane.range_oven.energy_consumption_intensity,out.propane.range_oven.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.site_energy.net.energy_consumption_intensity,kwh/sqft,,,,out.site_energy.net.energy_consumption_intensity,out.site_energy.net.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.site_energy.total.energy_consumption_intensity,kwh/sqft,,,,out.site_energy.total.energy_consumption_intensity,out.site_energy.total.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.net.energy_consumption_intensity,kwh/sqft,,,,out.electricity.net.energy_consumption_intensity,out.electricity.net.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.electricity.total.energy_consumption_intensity,kwh/sqft,,,,out.electricity.total.energy_consumption_intensity,out.electricity.total.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.fuel_oil.total.energy_consumption_intensity,kwh/sqft,,,,out.fuel_oil.total.energy_consumption_intensity,out.fuel_oil.total.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.natural_gas.total.energy_consumption_intensity,kwh/sqft,,,,out.natural_gas.total.energy_consumption_intensity,out.natural_gas.total.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,,out.propane.total.energy_consumption_intensity,kwh/sqft,,,,out.propane.total.energy_consumption_intensity,out.propane.total.energy_consumption_intensity,kwh/sqft,,Calculated from annual energy consumption by dividing by conditioned floor area
Calculated,,,out.electricity.battery.energy_consumption.kwh.savings,out.electricity.battery.energy_consumption.savings,kwh,,,,out.electricity.battery.energy_consumption.savings,out.electricity.battery.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.ceiling_fan.energy_consumption.kwh.savings,out.electricity.ceiling_fan.energy_consumption.savings,kwh,,,,out.electricity.ceiling_fan.energy_consumption.savings,out.electricity.ceiling_fan.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.clothes_dryer.energy_consumption.kwh.savings,out.electricity.clothes_dryer.energy_consumption.savings,kwh,,,,out.electricity.clothes_dryer.energy_consumption.savings,out.electricity.clothes_dryer.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.clothes_washer.energy_consumption.kwh.savings,out.electricity.clothes_washer.energy_consumption.savings,kwh,,,,out.electricity.clothes_washer.energy_consumption.savings,out.electricity.clothes_washer.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.cooling_fans_pumps.energy_consumption.kwh.savings,out.electricity.cooling_fans_pumps.energy_consumption.savings,kwh,,,,out.electricity.cooling_fans_pumps.energy_consumption.savings,out.electricity.cooling_fans_pumps.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.cooling.energy_consumption.kwh.savings,out.electricity.cooling.energy_consumption.savings,kwh,,,,out.electricity.cooling.energy_consumption.savings,out.electricity.cooling.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.dehumidifier.energy_consumption.kwh.savings,out.electricity.dehumidifier.energy_consumption.savings,kwh,,,,out.electricity.dehumidifier.energy_consumption.savings,out.electricity.dehumidifier.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.dishwasher.energy_consumption.kwh.savings,out.electricity.dishwasher.energy_consumption.savings,kwh,,,,out.electricity.dishwasher.energy_consumption.savings,out.electricity.dishwasher.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.ev_charging.energy_consumption.kwh.savings,out.electricity.ev_charging.energy_consumption.savings,kwh,,,,out.electricity.ev_charging.energy_consumption.savings,out.electricity.ev_charging.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.freezer.energy_consumption.kwh.savings,out.electricity.freezer.energy_consumption.savings,kwh,,,,out.electricity.freezer.energy_consumption.savings,out.electricity.freezer.energy_consumption.savings,kWh,,
Calculated,,,out.electricity.generator.energy_consumption.kwh.savings,out.electricity.generator.energy_consumption.savings,kwh,,,,out.electricity.generator.energy_consumption.savings,out.electricity.generator.energy_consumption.savings,kWh,,
